Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
Ramp258,"RAMP (1400, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp259,"RAMP (1900, 20, 200, 2)",Long,1,RO,800,,,,,,,,,,bb2,
Ramp260,"RAMP (500, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp261,"RAMP (1900, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp262,"RAMP (1300, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp263,"RAMP (1500, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp264,"RAMP (500, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp265,"RAMP (1600, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp266,"RAMP (500, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp267,"RAMP (800, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp268,"RAMP (1700, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp269,"RAMP (800, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp270,"RAMP (1900, 20, 200, 2)",Long,1,RO,800,,,,,,,,,,bb2,
Ramp271,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp272,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp273,"RAMP (1000, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp274,"RAMP (900, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp275,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp276,"RAMP (1300, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp277,"RAMP (900, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp278,"RAMP (2000, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp279,"RAMP (1200, 20, 200, 2)",Long,1,RO,200,,,,,,,,,,bb2,
Ramp280,"RAMP (900, 20, 200, 2)",Long,1,RO,200,,,,,,,,,,bb2,
Ramp281,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp282,"RAMP (400, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp283,"RAMP (1600, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp284,"RAMP (1200, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp285,"RAMP (1600, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp286,"RAMP (1100, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp287,"RAMP (700, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp288,"RAMP (1200, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp289,"RAMP (1800, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp290,"RAMP (1800, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp291,"RAMP (700, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp292,"RAMP (800, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp293,"RAMP (1300, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp294,"RAMP (1300, 20, 200, 2)",Long,1,RO,200,,,,,,,,,,bb2,
Ramp295,"RAMP (1100, 20, 200, 2)",Long,1,RO,800,,,,,,,,,,bb2,
Ramp296,"RAMP (600, 20.000000, 200.000000, 2.700000)",Double,1,RO,700,,,,,,,,,,bb2,
Ramp297,"RAMP (500, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp298,"RAMP (1700, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp299,"RAMP (400, 20, 200, 2)",Long,1,RO,200,,,,,,,,,,bb2,
Ramp300,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp301,"RAMP (500, 20.000000, 200.000000, 2.700000)",Double,1,RO,700,,,,,,,,,,bb2,
Ramp302,"RAMP (2000, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp303,"RAMP (1400, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp304,"RAMP (300, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp305,"RAMP (2000, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp306,"RAMP (700, 20, 200, 2)",Long,1,RO,200,,,,,,,,,,bb2,
Ramp307,"RAMP (100, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp308,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp309,"RAMP (1700, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp310,"RAMP (1500, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp311,"RAMP (1000, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp312,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp313,"RAMP (1800, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp314,"RAMP (1900, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp315,"RAMP (1300, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp316,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp317,"RAMP (1400, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp318,"RAMP (1200, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp319,"RAMP (1700, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp320,"RAMP (1500, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp321,"RAMP (1400, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp322,"RAMP (300, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp323,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp324,"RAMP (1700, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp325,"RAMP (1000, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp326,"RAMP (800, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp327,"RAMP (1500, 20, 200, 2)",Long,1,RO,800,,,,,,,,,,bb2,
Ramp328,"RAMP (1800, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp329,"RAMP (1200, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp330,"RAMP (100, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp331,"RAMP (300, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp332,"RAMP (1500, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp333,"RAMP (400, 20.000000, 200.000000, 2.700000)",Double,1,RO,700,,,,,,,,,,bb2,
Ramp334,"RAMP (2000, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp335,"RAMP (1800, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp336,"RAMP (800, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp337,"RAMP (1500, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp338,"RAMP (1300, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp339,"RAMP (500, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp340,"RAMP (2000, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp341,"RAMP (100, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp342,"RAMP (700, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp343,"RAMP (1700, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp344,"RAMP (1100, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp345,"RAMP (400, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp346,"RAMP (1400, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp347,"RAMP (1800, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp348,"RAMP (500, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp349,"RAMP (700, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp350,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp351,"RAMP (300, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp352,"RAMP (1000, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp353,"RAMP (1800, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp354,"RAMP (1200, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp355,"RAMP (100, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp356,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp357,"RAMP (100, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp358,"RAMP (400, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp359,"RAMP (2000, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp360,"RAMP (1700, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp361,"RAMP (1000, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp362,"RAMP (2000, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp363,"RAMP (100, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp364,"RAMP (1500, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp365,"RAMP (800, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp366,"RAMP (1500, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp367,"RAMP (700, 20, 200, 2)",Long,1,RO,800,,,,,,,,,,bb2,
Ramp368,"RAMP (1900, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp369,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp370,"RAMP (1500, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp371,"RAMP (1100, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp372,"RAMP (600, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp373,"RAMP (1300, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp374,"RAMP (100, 20, 200, 1)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp375,"RAMP (500, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp376,"RAMP (1200, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp377,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp378,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp379,"RAMP (1800, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp380,"RAMP (1000, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp381,"RAMP (1100, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp382,"RAMP (1200, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp383,"RAMP (1000, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp384,"RAMP (1300, 20.000000, 200.000000, 2.700000)",Double,1,RO,700,,,,,,,,,,bb2,
Ramp385,"RAMP (400, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp386,"RAMP (700, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp387,"RAMP (1400, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp388,"RAMP (1200, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp389,"RAMP (700, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp390,"RAMP (100, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp391,"RAMP (300, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp392,"RAMP (1900, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp393,"RAMP (1900, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp394,"RAMP (500, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp395,"RAMP (500, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp396,"RAMP (1500, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp397,"RAMP (600, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp398,"RAMP (1700, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp399,"RAMP (700, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp400,"RAMP (1200, 20, 200, 2)",Long,1,RO,200,,,,,,,,,,bb2,
Ramp401,"RAMP (400, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp402,"RAMP (700, 20.000000, 200.000000, 2.700000)",Double,1,RO,700,,,,,,,,,,bb2,
Ramp403,"RAMP (1600, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp404,"RAMP (1800, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp405,"RAMP (300, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp406,"RAMP (1000, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp407,"RAMP (1200, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp408,"RAMP (700, 20, 200, 2)",Long,1,RO,800,,,,,,,,,,bb2,
Ramp409,"RAMP (1600, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp410,"RAMP (500, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp411,"RAMP (1700, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp412,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp413,"RAMP (800, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp414,"RAMP (500, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp415,"RAMP (100, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp416,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp417,"RAMP (1500, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp418,"RAMP (1700, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp419,"RAMP (300, 20, 200, 2)",Long,1,RO,800,,,,,,,,,,bb2,
Ramp420,"RAMP (1800, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp421,"RAMP (1800, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp422,"RAMP (1100, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp423,"RAMP (900, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp424,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp425,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp426,"RAMP (1000, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp427,"RAMP (1400, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp428,"RAMP (1900, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp429,"RAMP (400, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp430,"RAMP (500, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp431,"RAMP (1900, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp432,"RAMP (1300, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp433,"RAMP (1500, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp434,"RAMP (500, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp435,"RAMP (1600, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp436,"RAMP (500, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp437,"RAMP (800, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp438,"RAMP (1700, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp439,"RAMP (800, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp440,"RAMP (500, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp441,"RAMP (1900, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp442,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp443,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp444,"RAMP (1000, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp445,"RAMP (900, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp446,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp447,"RAMP (1300, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp448,"RAMP (900, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp449,"RAMP (2000, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp450,"RAMP (1200, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp451,"RAMP (800, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp452,"RAMP (900, 20, 200, 2)",Long,1,RO,1000,,,,,,,,,,bb2,
Ramp453,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp454,"RAMP (400, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp455,"RAMP (1600, 20, 200, 2)",Long,1,RO,800,,,,,,,,,,bb2,
Ramp456,"RAMP (1200, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp457,"RAMP (1600, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp458,"RAMP (1100, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp459,"RAMP (700, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp460,"RAMP (1200, 20, 200, 2)",Long,1,RO,800,,,,,,,,,,bb2,
Ramp461,"RAMP (1800, 20.000000, 200.000000, 2.700000)",Double,1,RO,200,,,,,,,,,,bb2,
Ramp462,"RAMP (1800, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp463,"RAMP (1800, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp464,"RAMP (700, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp465,"RAMP (800, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp466,"RAMP (1300, 20.000000, 200.000000, 2.700000)",Double,1,RO,300,,,,,,,,,,bb2,
Ramp467,"RAMP (1300, 20, 200, 2)",Long,1,RO,1000,,,,,,,,,,bb2,
Ramp468,"RAMP (1100, 20, 200, 2)",Long,1,RO,200,,,,,,,,,,bb2,
Ramp469,"RAMP (600, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Ramp470,"RAMP (500, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp471,"RAMP (1700, 20.000000, 200.000000, 2.700000)",Double,1,RO,400,,,,,,,,,,bb2,
Ramp472,"RAMP (400, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp473,"RAMP (1400, 20, 200, 2)",Long,1,RO,600,,,,,,,,,,bb2,
Ramp474,"RAMP (2000, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp475,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp476,"RAMP (500, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp477,"RAMP (2000, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp478,"RAMP (1400, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp479,"RAMP (300, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp480,"RAMP (2000, 20.000000, 200.000000, 2.700000)",Double,1,RO,900,,,,,,,,,,bb2,
Ramp481,"RAMP (700, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp482,"RAMP (300, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp483,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp484,"RAMP (1700, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp485,"RAMP (800, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp486,"RAMP (1500, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp487,"RAMP (1000, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp488,"RAMP (100, 20.000000, 200.000000, 2.700000)",Double,1,RO,500,,,,,,,,,,bb2,
Ramp489,"RAMP (1800, 20, 200, 2)",Long,1,RO,300,,,,,,,,,,bb2,
Ramp490,"RAMP (1900, 20, 200, 2)",Long,1,RO,100,,,,,,,,,,bb2,
Ramp491,"RAMP (1300, 20, 200, 2)",Long,1,RO,200,,,,,,,,,,bb2,
Ramp492,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,800,,,,,,,,,,bb2,
Ramp493,"RAMP (1400, 20.000000, 200.000000, 2.700000)",Double,1,RO,1000,,,,,,,,,,bb2,
Ramp494,"RAMP (1200, 20.000000, 200.000000, 2.700000)",Double,1,RO,700,,,,,,,,,,bb2,
Ramp495,"RAMP (1700, 20, 200, 2)",Long,1,RO,400,,,,,,,,,,bb2,
Ramp496,"RAMP (1000, 20.000000, 200.000000, 2.700000)",Double,1,RO,600,,,,,,,,,,bb2,
Ramp497,"RAMP (1500, 20, 200, 2)",Long,1,RO,500,,,,,,,,,,bb2,
Ramp498,"RAMP (1400, 20, 200, 2)",Long,1,RO,900,,,,,,,,,,bb2,
Ramp499,"RAMP (300, 20, 200, 2)",Long,1,RO,700,,,,,,,,,,bb2,
Ramp500,"RAMP (1900, 20.000000, 200.000000, 2.700000)",Double,1,RO,100,,,,,,,,,,bb2,
Random1,"RANDOM (700, 20.000000, 400.000000)",Double,1,RO,700,,,,,,,,,,bb2,
Random2,"RANDOM (100, 20.000000, 400.000000)",Double,1,RO,100,,,,,,,,,,bb2,
Random3,"RANDOM (1200, 40, 75)",Long,1,RO,1200,,,,,,,,,,bb2,
Random4,"RANDOM (1000, 20.000000, 400.000000)",Double,1,RO,1000,,,,,,,,,,bb2,
Random5,"RANDOM (100, 40, 75)",Long,1,RO,200,,,,,,,,,,bb2,
Random6,"RANDOM (1900, 20.000000, 400.000000)",Double,1,RO,1900,,,,,,,,,,bb2,
Random7,"RANDOM (100, 20.000000, 400.000000)",Double,1,RO,200,,,,,,,,,,bb2,
Random8,"RANDOM (1900, 20.000000, 400.000000)",Double,1,RO,1900,,,,,,,,,,bb2,
Random9,"RANDOM (1400, 20.000000, 400.000000)",Double,1,RO,1400,,,,,,,,,,bb2,
Random10,"RANDOM (1400, 20.000000, 400.000000)",Double,1,RO,1400,,,,,,,,,,bb2,
Random11,"RANDOM (2000, 40, 75)",Long,1,RO,2000,,,,,,,,,,bb2,
Random12,"RANDOM (800, 40, 75)",Long,1,RO,800,,,,,,,,,,bb2,
Random13,"RANDOM (900, 20.000000, 400.000000)",Double,1,RO,900,,,,,,,,,,bb2,
Random14,"RANDOM (1100, 20.000000, 400.000000)",Double,1,RO,1100,,,,,,,,,,bb2,
Random15,"RANDOM (1600, 40, 75)",Long,1,RO,1600,,,,,,,,,,bb2,
Random16,"RANDOM (100, 20.000000, 400.000000)",Double,1,RO,100,,,,,,,,,,bb2,
Random17,"RANDOM (500, 20.000000, 400.000000)",Double,1,RO,500,,,,,,,,,,bb2,
